category,Food Name,calories,protein,fat,carbohydrate,Food_Exchange
grain,"barley, barley, halmaek",362,8.5,1,82,28.0
grain,"sorghum, whole sorghum, raw",360,10.5,3.1,76.5,30.1
grain,"sorghum, milled, raw",338,9.85,2.96,71.5,32.2
grain,"millet, millet, millet, raw",353,9.7,1.2,79.2,29.0
grain,"millet rice cake, millet dumplings",218,8.2,1.4,43.1,53.4
grain,"Cereals, Corn, Almonds",426,7.3,9.29,78.18,29.4
grain,"cereal, corn",378,5.11,0.59,88.05,26.1
grain,"cereal, brown rice",394,6.8,2.79,85.33,27.0
grain," Cereal, Corn, Granola, Coconut",434,5.56,9.75,80.93,28.4
grain," Cereal, corn, granola, dried fruit",395,5.81,3.65,84.66,27.2
grain,"cereal, rice",390,6.65,1.68,86.99,26.4
grain,"cereal, cocoa",407,6.08,4.34,85.78,26.8
grain,"amaranth, yellow, dry",383,17.09,5.94,67.27,34.2
grain,"amaranth, red, dry",381,16.47,5.78,67.59,34.0
grain,"corn, sweet corn, raw",109,3.8,0.5,23.4,98.3
grain,"corn, sweet corn, steamed",135,4.2,0.7,29.1,79.0
grain,"corn, corn, raw",178,5.34,2.06,36.26,63.4
grain,"corn, corn, dried",348,9.7,3.8,71.9,32.0
grain,"corn, maize, steamed",173,5.11,2.19,34.89,65.9
grain,"corn, corn, roasted",372,8.9,3.9,78.3,29.4
grain,"corn, waxy corn, raw",142,4.9,1.2,29.4,78.2
grain,"corn, waxy corn, dried",371,11.5,4.6,74.7,30.8
grain,"corn, waxy corn, steamed",132,6.6,1.4,25.4,90.6
grain,cornflour,364,7.32,0.97,83.3,27.6
grain,"corn, cream, canned food",84,1.7,0.5,18.6,123.7
grain,"corn, whole kernels, canned food",82,2.3,0.5,17.8,129.2
grain,"corn, sweetened, canned food",105,2.07,0.73,22.45,102.4
grain,"cornmeal, corn",401,7.16,3.25,87.9,26.2
grain,"corn crackers, corn chips",538,6.17,33.36,56.9,40.4
grain,"corn chips, popcorn",536,7.6,30.6,57.6,39.9
grain,"Corn crackers, popcorn, microwave cooking",497,8.12,27.28,61.18,37.6
grain,"corn crackers, popcorn, dried",373,11.5,4.1,76.3,30.1
grain,Corn Jelly,55,1.1,0,12.6,182.5
grain,"Corn Salad, Corn Salad",104,3.2,0.2,22.4,102.7
grain,"adlay, millet, raw",377,15.4,3.2,70.5,32.6
grain,"Adlay noodles, dried",368,13.2,1.2,74.6,30.8
grain,Adlay Porridge,44,0.5,0.4,9.5,242.1
grain,"Mixed grains, brown rice, glutinous rice, brown glutinous rice, barley, etc.",358,9.79,2.09,73.4,31.3
grain,"joe, mezzo, polished, raw",372,10.7,3.7,72.81,31.6
grain,"Joe, Mejo, Polished, Steamed",115,3.14,1.13,22.71,101.3
grain,"millet, perilla, millet, raw",360,9.58,3.59,71.14,32.3
grain,"glutinous rice, flour",375,6.44,0.57,82.08,28.0
grain,"glutinous rice, polished rice, raw",377,7.4,0.4,81.9,28.1
grain,"glutinous rice, brown rice, raw",361,7.3,2.8,75.7,30.4
grain," glutinous rice, glutinous rice flour",386,9,1.7,83.6,27.5
grain,"Glutinous rice, glutinous rice, polished rice, raw",375,9.5,2.6,75.2,30.6
grain,"Glutinous rice, Dongjin glutinous rice, polished rice, raw",363,6.64,1.04,78.16,29.4
grain,"Glutinous rice, Dongjin glutinous rice, brown rice, raw",357,7.14,2.18,76.22,30.2
grain,"Glutinous rice crackers, black sesame dasik",475,13.8,25.2,48.3,47.6
grain,"Glutinous Rice Snacks, Songhwa Dasik",343,4.4,2.3,76.1,30.2
grain,"glutinous rice crackers, sanja",417,2,11.8,75.6,30.4
grain,"Glutinous rice crackers, Yugwa",411,1.96,10.37,77.49,29.7
grain,"glutinous rice crackers, rice crackers",446,7.8,10.7,79.6,28.9
grain,"Sticky Rice Noodles, Black Rice Noodles",334,8.1,0.3,74.6,30.8
grain,glutinous rice cake,246,4.81,1.75,52.65,43.7
grain,"Glutinous rice cake, dumpling castella",237,4.1,1.8,51.1,45.0
grain,"Glutinous Rice Cake, Assorted Rice Cake",223,5.7,1.2,47.4,48.5
grain,"Glutinous Rice Cake, Short Meal",244,3.7,2.2,52.3,44.0
grain,"Glutinous rice cake, Injeolmi, red bean paste",204,4.2,0.9,44.8,51.3
grain,"Glutinous rice cake, Injeolmi, Bean paste",231,5.52,1.15,49.69,46.3
grain,"Glutinous Rice Cake, Charsirutteok",181,6.63,0.41,37.63,61.1
grain,"Glutinous rice bread, glutinous rice donuts",296,5,5.3,57.1,40.3
grain,"Quinoa, steamed and dried",364,9.56,3.26,72.66,31.7
grain,"Blood, IEC525(NO.5), milled, raw",376,8.5,4.6,73.9,31.1
grain," rye, flour",351,8.5,1.6,75.8,30.3
grain,"Rye, whole rye, raw",334,15.9,1.5,70.7,32.5
grain,rye bread,264,8.4,2.2,52.7,43.6
grain,"potato, ground, raw",67,2.01,0.04,15.08,152.5
grain,"Potatoes, Ground, Boiled",77,2.07,0.08,17.39,132.3
grain,"potatoes, earth, steamed",80,2.11,0.09,18.17,126.6
grain,"Potatoes, Ground, Baked",90,2.43,0.09,20.5,112.2
grain," potatoes, flour",355,12.1,1.4,73.6,31.3
grain,"potato, surimi, raw",70,1.93,0.03,16.07,143.1
grain,"Potatoes, surimi, boiled",76,1.99,0.04,17.43,132.0
grain,"Potatoes, surimi, steamed",75,1.94,0.05,17.28,133.1
grain,"Potatoes, Surimi, Baked",85,2.3,0.08,19.38,118.7
grain,"potato, purple, raw",82,2.8,0,18.5,124.3
grain,"potato, purple, steamed",85,2.3,0,19.5,117.9
grain,"potato, potato, raw",64,1.8,0,14.7,156.5
grain,"Potatoes, Bora Valley, raw",60,1.45,0.02,13.79,166.8
grain,"Potatoes, Bora Valley, Boiled",69,1.39,0.05,15.97,144.0
grain,"potato, rose, raw",68,2.25,0.03,15.18,151.5
grain,"Potato, Rose, Boiled",79,2.34,0.09,17.87,128.7
grain,"Potato Chips, Potato Chips, Baked",469,5,18.2,71.4,32.2
grain,"Potato Chips, Potato Chips, Fried",536,4.95,30.33,60.92,37.8
grain,"french fries, fried",293,3.54,11.3,44.16,52.1
grain,"French Fries, Hash Browns, Fried",219,2.65,11.59,28.51,80.7
grain,potato salad,143,2.68,8.2,11.17,205.9
grain,mashed potatoes,83,1.91,0.57,17.57,130.9
grain,"sweet potato, dried",312,2.3,0.1,75.7,30.4
grain,"sweet potato, steamed",130,1.5,0,31.3,73.5
grain,"Sweet potato, beniharuka, raw",147,1.03,0.45,34.91,65.9
grain,"Sweet potato, powdered (chestnut) sweet potato, raw",154,1.01,0.11,37.19,61.8
grain,"Sweet potato, powdered (chestnut) sweet potato, steamed",169,1.07,0.15,40.92,56.2
grain,"Sweet potato, powdered (chestnut) sweet potato, baked",189,1.01,0.16,45.96,50.0
grain,"Sweet potato, Shinyulmi, raw",164,1,0.61,38.84,59.2
grain,"sweet potato, new rice, raw",107,1.3,0.1,25.5,90.2
grain,"Sweet potato, yellow rice, raw",127,1.1,0,30.7,74.9
grain,"Sweet potato, slimy (pumpkin) sweet potato, raw",141,1.17,0.2,33.77,68.1
grain,"Sweet Potato, Slime (Pumpkin) Sweet Potato, Steamed",157,1.1,0.15,37.91,60.7
grain,"Sweet Potato, Slime (Pumpkin) Sweet Potato, Roasted",186,1.25,0.16,44.98,51.1
grain,"sweet potato, orange rice, raw",105,1,0.1,25.1,91.6
grain,"sweet potato, crimson rice, raw",140,1.2,0,33.8,68.0
grain,"Vermicelli, sweet potato, dried",358,0.08,0.07,88.75,25.9
grain,"Vermicelli, sweet potato, boiled",123,0.03,0.04,30.38,75.7
grain,"Vermicelli, sweet potato, potato, dried",350,0,0.2,86.6,26.6
grain," Konjac (Konjac), Powder",177,3,0.1,85.3,27.0
grain,"Konjac (old medicinal herbs), noodle type, raw",6,0.2,0,3,766.7
grain,"Konjac (Konjak), plate, raw",6,0.12,0.01,3.06,751.6
grain,"Pork potato, raw",35,2.18,0.09,14.92,154.2
grain,"Pork Potatoes, Dried",172,10.43,0.46,74.35,30.9
grain,"Pork Potatoes, Boiled",39,2.23,0.11,17.16,134.0
grain,"hemp, short horse, raw",63,1.84,0.12,14.05,163.7
grain,"hemp, rainy season, raw",45,1.56,0.28,9.55,240.8
grain,"hemp, rainy season, boiled",49,1.47,0.25,10.51,218.8
grain,"horse, round horse, raw",152,3.56,0.98,33.24,69.2
grain,"Apios potato, raw",175,6.1,0.5,38.2,60.2
grain,"Yacon, root, raw",62,0.7,0.1,14.7,156.5
grain,"starch, potato, flour",334,0.07,0.02,82.7,27.8
grain," starch, sweet potato, flour",342,0.1,0.2,84.4,27.3
grain,"starch, wheat, flour",351,0.2,0.5,86.0,26.7
grain,"starch, rice, flour",366,0.2,0.7,89.3,25.8
grain,"starch, corn, flour",366,0.19,0.56,89.6,25.7
grain,"starch, corn, wheat, flour",379,0.3,0,93.8,24.5
grain," Starch, Quercus Acorn, Powder",325,0.4,0.1,80.1,28.7
grain," Starch, seed acorns, powder",332,2.3,1.7,77.3,29.8
grain,"Starch, kudzu root, powder",347,0.2,0.2,85.6,26.9
grain,heavenly horse,77,0.9,0,18.5,124.3
grain,"heavenly horse, steamed",81,1.1,0,19.3,119.2
grain,"arrowroot, raw",137,2.48,0.1,32.05,71.8
grain,arrowroot juice,21,0.44,0,4.91,468.4
grain,"taro, raw",71,2.08,0.14,15.77,145.8
grain,"taro, boiled",73,2.17,0.18,16.28,141.3
grain,"taro, steamed",76,2.4,0.17,16.75,137.3
grain,"Jicama (Yambin), raw",44,0.68,0.06,10.36,222.0
grain,"Jicama (Yambin), boiled",45,0.39,0.06,10.66,215.8
grain,"kidney beans, raw",172,8.8,0.86,32.38,71.0
grain,"kidney beans, dried",350,21.2,1.1,63.9,36.0
grain,"kidney beans, boiled",170,8.46,0.9,31.9,72.1
grain,"green beans, dried",352,24.51,1.52,60.15,38.2
grain,"green beans, boiled",158,11.29,0.67,26.66,86.3
grain," Mung bean bindaetteok, powder",347,20.7,1.2,63.4,36.3
grain,"Mung bean, bindaetteok flour, dough",98,6.2,0.6,17,135.3
grain,"Mung bean noodles, dried",356,0.2,0.4,87.5,26.3
grain,mung bean jelly,36,0.1,0,9,255.6
grain,"eastern, raw",163,11.2,0.3,28.4,81.0
grain,"eastern, dried",349,18.88,1.82,64.23,35.8
grain,"eastern, boiled",147,8.12,1.03,26.4,87.1
grain,"East, from Myanmar, dried",345,22.08,2.07,59.43,38.7
grain,"Eastern, Myanmar, Boiled",155,10.02,1.12,26.28,87.5
grain,"lima beans, dried",351,21.9,1.8,60.8,37.8
grain,"lima beans, boiled",152,9.6,0.9,26,88.5
grain,"Lentils (lentils), from India, red, dried",359,22.22,1.68,63.63,36.1
grain,"Lentils (lentils), from India, brown, dried",359,21.01,1.43,65.42,35.2
grain,"Chickpeas, from India, dried",373,17.27,5.66,63.14,36.4
grain,"peas, raw",114,7.92,0.44,19.51,117.9
grain,"peas, dried",363,20.7,1.3,67.1,34.3
grain,"peas, boiled",122,7.27,1.1,20.78,110.7
grain,"Small beans (bean beans), raw",125,9,0.3,21.5,107.0
grain,"Small beans (bean beans), dried",344,26.3,1,57.4,40.1
grain,"Broad beans, raw",341,26.12,1.53,58.29,39.5
grain,"bean sprouts, boiled",110,7.6,0.4,19.65,117.0
grain,Soybean Stew (Soy Beans),271,19.3,4.2,39.1,58.8
grain,bean curd,74,3.5,1.5,11.7,196.6
grain,"soymilk, black beans",86,3.21,3.77,9.87,233.0
grain,"Soy milk, black soybean, black sesame",77,3.4,3.15,8.76,262.6
grain,"red beans, black beans, dried",347,21.6,0.3,64.4,35.7
grain,"Red beans, black beans, boiled",143,9.2,0.1,26.4,87.1
grain,"red bean, red bean, dried",339,21.91,1.33,59.84,38.4
grain,"red bean, red bean, boiled",198,11.3,0.2,37.7,61.0
grain,"Red beans, red beans (from China), dried",357,19.6,0.5,68.5,33.6
grain,"adzuki bean, gray adzuki bean, dried",350,21.9,1,63.3,36.3
grain,red bean paste,155,9.8,0.6,27.1,84.9
grain,"acorns, raw",230,4.4,3,46.7,49.3
grain," acorns, powder",354,1.1,1.1,83.7,27.5
grain," acorn, acorn powder",342,4.6,0.5,79.2,29.0
grain," acorn, acorn powder",348,3.3,1.6,79.5,28.9
grain,"Acorn Noodles, Dried",343,12.4,0.7,72.2,31.9
grain,acorn jelly,44,0.2,0.2,10.2,225.5
grain,"Rowan berries, raw",115,1.3,0.8,25.5,90.2
grain,"dry, raw",190,5.8,0.5,40.6,56.7
grain,"Mr. Muru, raw",282,6.3,4.8,54,42.6
grain,"night, raw",151,3.28,0.5,33.39,68.9
grain,"chestnuts, dried",377,6.7,4.1,78.6,29.3
grain,"chestnuts, boiled",154,3.45,0.51,33.95,67.7
grain,"chestnuts, canned food",225,1.1,0,55.2,41.7
grain,"night, single house, raw",150,2.7,0.1,34.3,67.1
grain,"chestnuts, single, boiled",150,3.2,0.2,33.6,68.5
grain,"chestnut, single, roasted",187,3.8,0.1,42.5,54.1
grain,"Chestnut, Daebo, Raw",146,2.9,0.1,33.3,69.1
grain,"Chestnuts, Daebo, Boiled",155,3,0.1,35.2,65.3
grain,"Chestnuts, Daebo, Roasted",181,3.6,0.1,41.2,55.8
grain,"chestnut, jadeite, raw",147,2.9,0.1,33.5,68.7
grain,"chestnuts, jadeite, boiled",154,3.1,0.1,35,65.7
grain,"Chestnut, Yiping, Raw",157,3.5,0.1,35.4,65.0
grain,"Chestnuts, Leepyeong, Boiled",155,3.7,0.2,34.4,66.9
grain,"night, celebration, raw",141,2.8,0.1,32.1,71.7
grain,"chestnuts, congratulations, boiled",138,2.5,0.1,31.6,72.8
grain,"chestnuts, congratulations, roasted",185,3.5,0.1,42.2,54.5
grain,"chestnuts, three generations, roasted",206,4.65,0.68,45.36,50.7
grain,"barley rice, dried",354,18.5,1.3,68.5,33.6
grain,"hemp seeds, dried",463,29.5,27.9,31.3,73.5
grain,"watermelon seeds, dried",451,19.3,22.9,47.2,48.7
grain,"young, immature, raw",85,5.9,0.5,14.9,154.4
grain,"bank, raw",203,4.69,1.53,42.78,53.8
grain,ginkgo boiled,186,4.31,1.86,38.25,60.1
grain,"ginkgo, roasted",221,5,2.05,45.76,50.3
grain,pine nut porridge,30,0.7,0.9,5,460.0
grain,"Sesame Cookies, Taffy Gangjeong",538,15,32.9,45.4,50.7
grain,Sesame Porridge,38,1,1.2,5.9,389.8
grain,"chia seeds, dried",486,16.54,30.74,42.12,54.6
grain,"Coconut water, juice",19,0.72,0.2,3.71,619.9
meat (low fat),"tofu, silken tofu",42,6.85,1.35,0.69,116.8
meat (low fat),"Frog meat, raw",75,16.1,0.4,0.7,49.7
meat (low fat),"Goose By-products, Liver, Raw",133,16.37,4.28,6.32,48.9
meat (low fat),"whale meat, raw",111,26.5,0.5,0,30.2
meat (low fat),"whale meat, red meat, frozen",132,23.5,3.5,0,34.0
meat (low fat),"Whale meat, red meat, salted",160,24.4,6.2,0.1,32.8
meat (low fat),"Pheasant meat, male pheasant, raw",125,27.5,0.8,0,29.1
meat (low fat),"Pheasant meat, female pheasant, raw",122,27.2,0.6,0,29.4
meat (low fat),"Chicken, breast (skin removed), raw",107,22.97,0.97,0,34.8
meat (low fat),"Chicken, breast (skin removed), boiled",128,28.09,0.93,0,28.5
meat (low fat),"Chicken, breast (skinless), grilled (pan)",165,35.47,1.48,0,22.6
meat (low fat),"Chicken, Lean Meat, Raw",115,24,1.4,0.1,33.3
meat (low fat),"Chicken, Lean Meat, Boiled",143,27.8,2.6,0.1,28.8
meat (low fat),"Chicken, local, raw",118,22,2.6,0.2,36.4
meat (low fat),"chicken, native, breast",107,23.1,0.7,0.5,34.6
meat (low fat),"chicken, native, wings",122,20.4,3.5,0.8,39.2
meat (low fat),"chicken, native, leg",128,18.9,4.9,0.9,42.3
meat (low fat),"Chicken, Country, Lean",108,20,1.3,2.8,40.0
meat (low fat),"Chicken By-products, Liver, Raw",116,18.8,3.9,0.1,42.6
meat (low fat),"Chicken by-products, liver, boiled",167,24.46,6.51,0.87,32.7
meat (low fat),"Chicken offal, gizzards, raw",85,16.87,1.41,0,47.4
meat (low fat),"Chicken By-products, Gizzards, Roasted (Oven)",132,26.78,2,0,29.9
meat (low fat),Chicken Bone Broth,7,1.1,0.2,0,727.3
meat (low fat),"pork, hind leg, raw",121,21.3,3.34,0,37.6
meat (low fat),"Pork, hind leg, boiled",209,30.63,8.7,0,26.1
meat (low fat),"Pork, hind leg (crucible meat), raw",129,21.29,4.23,0,37.6
meat (low fat),"Pork, Hind leg (hip shank), raw",134,20.51,5.11,0,39.0
meat (low fat),"Pork, hind leg (bosub meat), raw",137,21.13,5.14,0,37.9
meat (low fat),"Pork, hind leg (butt), raw",132,20.79,4.81,0,38.5
meat (low fat),"Pork, Hind Leg (Leg), Raw",138,20.9,5.39,0,38.3
meat (low fat),"Pork, hind leg (red head meat), raw",135,20.03,5.44,0,39.9
meat (low fat),"Pork, sirloin, raw",135,24.03,3.6,0,33.3
meat (low fat),"Pork, Sirloin, Boiled",203,35.08,5.94,0,22.8
meat (low fat),"Pork, Sirloin, Grilled (Pan)",184,32.06,5.18,0,25.0
meat (low fat),"Pork, sirloin (role sirloin), raw",144,22.9,5.13,0,34.9
meat (low fat),"Pork, Samgyeopsal (Toshisal), Raw",140,20.46,5.82,0,39.1
meat (low fat),"Pork, tenderloin (tenderloin), raw",123,22.21,3.15,0,36.0
meat (low fat),"Pork, tenderloin (tenderloin), boiled",177,32.32,4.31,0,24.8
meat (low fat),"Pork, tenderloin (tenderloin), grilled (pan)",172,30.23,4.76,0,26.5
meat (low fat),"Pork, front leg (front leg), raw",131,20.82,4.68,0,38.4
meat (low fat),"Pork by-products, liver, raw",125,18.7,3.9,2.6,42.8
meat (low fat),"Pork by-products, liver, boiled",165,26.02,4.4,3.76,30.7
meat (low fat),"Pork offal, spleen, raw",86,18,1,0,44.4
meat (low fat),"Pork by-products, intestines (offal), raw",71,11.9,2.2,0,67.2
meat (low fat),"Pork offal, kidney, raw",109,16.7,3.7,1.2,47.9
meat (low fat),"Pork by-products, kidneys, boiled",151,25.4,4.7,0,31.5
meat (low fat),"Pork offal, heart, raw",113,18,4,0,44.4
meat (low fat),"Pork by-products, heart, boiled",148,23.6,5.05,0.4,33.9
meat (low fat),"Pork offal, stomach, raw",111,17.3,4.1,0,46.2
meat (low fat),"Pig offal, uterus, raw",73,15.4,0.8,0,51.9
meat (low fat),"Pork By-products, Lungs, Raw",85,14.08,2.72,0,56.8
meat (low fat),"Pork by-products, lungs, boiled",99,16.6,3.1,0,48.2
meat (low fat),"ham, sirloin ham",126,20.66,3.34,1.97,38.7
meat (low fat),"ham, roast ham",128,16,4.2,5.6,50.0
meat (low fat),"Ham, boneless ham, grilled",145,20.93,5.53,1.5,38.2
meat (low fat),"Beef, American, Avalanche, Boiled",201,33.68,6.36,0,23.8
meat (low fat),"Beef, American, Seoldo, Grilled (grilled)",164,28.45,4.67,0,28.1
meat (low fat),"Beef, Korean beef (grade 3), sirloin, raw",117,21.3,2.9,0,37.6
meat (low fat),"Beef, Korean beef (grade 3), neck meat (neck meat), raw",102,21.4,1.2,0,37.4
meat (low fat),"Beef, Hanwoo (grade 3), Seoldo (Bosubsal), raw",108,22.2,1.5,0,36.0
meat (low fat),"Beef, Korean beef (grade 3), seoldo (seolgitsal), raw",104,22.2,1,0,36.0
meat (low fat),"Beef, Korean beef (grade 3), front leg (curled meat), raw",103,21.5,1.2,0,37.2
meat (low fat),"Beef, Korean beef (grade 3), rump (rump), raw",107,22.8,1.1,0,35.1
meat (low fat),"Beef, Korean beef (grade 3), udun (red bean meat), raw",105,22.5,1,0,35.6
meat (low fat),"Beef, Korean beef (grade 3), brisket (brisket), raw",105,21.4,1.5,0,37.4
meat (low fat),"Beef, Korean beef (grade 3), brisket (upscaled meat), raw",112,21.7,2.1,0,36.9
meat (low fat),"Beef, Korean beef (grade 3), minced meat, raw",114,22.4,2,0,35.7
meat (low fat),"Beef, Korean beef (Grade 1), Satae (Backslide), Raw",151,22.93,5.85,0,34.9
meat (low fat),"Beef, Hanwoo (Grade 1), Satae (Clump Satae), Raw",146,24.04,4.86,0,33.3
meat (low fat),"Beef, Korean beef (Grade 1), front end, raw",146,23.1,5.24,0,34.6
meat (low fat),"Beef, Korean beef (1st grade), udun (red bean meat), raw",145,22.66,5.38,0,35.3
meat (low fat),"Beef, Korean beef (grade 1+), avalanche (mound avalanche), raw",137,21.89,4.85,0,36.5
meat (low fat),"Bovine By-products, Liver, Raw",131,19,4.6,2.2,42.1
meat (low fat),"Bovine by-products, fat (blood), raw",52,10.1,0,2.2,79.2
meat (low fat),"Bovine by-products, kidneys, raw",90,15.6,1.7,2.2,51.3
meat (low fat),"Bovine By-products, Heart, Raw",105,15.8,4.2,0,50.6
meat (low fat),"Bovine by-products, lamb (stomach), raw",61,9.9,2,0.1,80.8
meat (low fat),"Bovine by-products, wild leaves, raw",51,10.3,0.7,0.1,77.7
meat (low fat),"Bovine By-products, Lungs, Raw",82,15.8,0.9,1.6,50.6
meat (low fat),"Bovine By-products, American, Liver, Boiled",191,29.08,5.26,5.13,27.5
meat (low fat),"Bovine By-products, American, Kidney, Boiled",157,27.28,5.27,0,29.3
meat (low fat),"Bovine By-products, American, Heart, Boiled",165,28.48,4.73,0.15,28.1
meat (low fat),"Bovine By-products, American, Lungs, Boiled",120,20.4,3.7,0,39.2
meat (low fat),Brisket soup,4,1,0,0,800.0
meat (low fat),Beef jerky,361,49,8.2,20.2,16.3
meat (low fat),mixed bone broth,27,4.3,1,0,186.0
meat (low fat),"Veal, American, Lean, Raw",105,20.04,2.16,0,39.9
meat (low fat),"Veal, American, Lean, Boiled",201,35.73,5.33,0,22.4
meat (low fat),"Veal, American, shoulder, raw",132,19.34,5.44,0,41.4
meat (low fat),"Veal by-products, American, liver, raw",140,19.93,4.85,2.91,40.1
meat (low fat),"Veal By-product, American, Liver, Boiled",192,28.42,6.26,3.77,28.1
meat (low fat),"Veal by-products, American, kidney, raw",99,15.76,3.12,0.85,50.8
meat (low fat),"Veal by-products, American, kidney, boiled",163,26.32,5.66,0,30.4
meat (low fat),"Veal by-products, American, heart, raw",110,17.18,3.98,0.08,46.6
meat (low fat),"Veal by-products, American, heart, boiled",186,29.12,6.75,0.13,27.5
meat (low fat),"Veal By-products, American, Lungs, Raw",90,16.3,2.3,0,49.1
meat (low fat),"Veal by-products, American, lungs, boiled",104,18.74,2.64,0,42.7
meat (low fat),"Lamb meat, American, lean meat, raw",143,20.88,5.94,0,38.3
meat (low fat),"Lamb by-products, American, liver, raw",139,20.38,5.02,1.78,39.3
meat (low fat),"Lamb by-products, American, liver, boiled",220,30.57,8.81,2.53,26.2
meat (low fat),"Goat meat, Foreign, Raw",107,21.9,1.5,0.2,36.5
meat (low fat),"Duck, Lean, Raw",117,21,3.07,0,38.1
meat (low fat),"Turkey, American, Raw",143,21.64,5.64,0.13,37.0
meat (low fat),"Turkey, American, Roasted",189,28.55,7.39,0.06,28.0
meat (low fat),"rabbit meat, domestic rabbit, raw",135,21.7,4.4,0.6,36.9
meat (low fat),"rabbit meat, rabbit meat, boiled",173,33.02,3.51,0,24.2
meat (low fat),"horse meat, raw",110,20.1,2.5,0.3,39.8
meat (low fat)," egg, powder",376,82.4,0.04,4.47,9.7
meat (low fat),"egg, egg white, raw",51,10.87,0.02,1.03,73.6
meat (low fat),"egg, egg white, boiled",48,10.8,0,0.4,74.1
meat (low fat),"egg, fertilized egg, egg white, raw",50,8.5,0,3.6,94.1
meat (low fat),"skipjack tuna, raw",128,25.9,1.8,0.3,30.9
meat (low fat),"Skipjack tuna, canned in fat",168,29,4.8,0.3,27.6
meat (low fat),Bonito Broth,0,0,0,0,#DIV/0!
meat (low fat),"tares, raw",78,14.8,1.3,0.7,54.1
meat (low fat),"fish, raw",86,18.2,0.8,0.3,44.0
meat (low fat),"thorn poison, raw",102,22.4,0.7,0,35.7
meat (low fat),"stingray, seasoned and dried",312,39.3,0.6,35.8,20.4
meat (low fat),"stingray, butterfly ray, raw",80,17.3,0.7,0,46.2
meat (low fat),"stingray, stingray, raw",98,21.6,0.6,0,37.0
meat (low fat),"stingray, wooden stingray, raw",99,22.2,0.5,0,36.0
meat (low fat),"Stingray, Electric Ray, Raw",65,13,1,0,61.5
meat (low fat),"flounder, raw",129,22.1,3.7,0.3,36.2
meat (low fat),"flounder, flatfish, raw",84,16.8,1.4,0,47.6
meat (low fat),"halibut, halibut, raw",91,18.3,1.3,0.2,43.7
meat (low fat),"flounder, oil flounder, raw",84,18.2,0.4,0.7,44.0
meat (low fat),"halibut, halibut, raw",94,19.4,1.1,0.3,41.2
meat (low fat),"flounder, stone flounder, raw",91,20,0.6,0,40.0
meat (low fat),"flounder, flounder, raw",93,19.9,0.7,0.5,40.2
meat (low fat),"flounder, flounder, raw",83,18.2,0.2,0.8,44.0
meat (low fat),"flounder, flounder, raw",84,16.8,1.4,0,47.6
meat (low fat),"flounder, dragon flounder, raw",83,18.1,0.6,0.1,44.2
meat (low fat),"flounder, line flounder, raw",77,17.4,0.2,0.2,46.0
meat (low fat),"flounder, flounder, raw",86,19.4,0.2,0.4,41.2
meat (low fat),"hairtail, donggalchi, raw",98,19.8,1.3,0.4,40.4
meat (low fat),"Cutlassfish, Dongdonggalchi, raw",121,20,3.9,0,40.0
meat (low fat),"Gangdal-i, Noon-gangdal-i, Raw",108,17,3.9,0.1,47.1
meat (low fat),"phantom, raw",74,17.2,0.1,0,46.5
meat (low fat),"Gunpyeongseon, raw",103,18.5,2.6,0.2,43.2
meat (low fat),"oil seal, raw",106,17.5,3.3,0.5,45.7
meat (low fat),"canary, boiled and dried",245,43.1,6.1,1.5,18.6
meat (low fat),"chopper, raw",93,19.5,1,0.1,41.0
meat (low fat),"skewers, raw",97,20.5,0.8,0.7,39.0
meat (low fat),"komchi, raw",71,16.4,0.1,0,48.8
meat (low fat),"saury, raw",141,22.7,4.7,0.4,35.2
meat (low fat),"flying fish, raw",100,22.2,0.5,0.1,36.0
meat (low fat),"flying fish, salted",124,26.4,1.3,0,30.3
meat (low fat),"Flying fish by-products, roe, raw",96,10.2,2.2,8.3,78.4
meat (low fat),"Nabjiri, raw",86,17.5,1.2,0.1,45.7
meat (low fat),"Halibut (flatfish), raw",125,22.36,3.28,0,35.8
meat (low fat),"Halibut (flatfish) by-product, shell, raw",168,29.3,4.7,0,27.3
meat (low fat),"four rounds, raw",83,19.2,0.1,0.1,41.7
meat (low fat),"singing, raw",90,17.5,1.3,0.8,45.7
meat (low fat),"songmi, string song, raw",86,17.5,1.2,0,45.7
meat (low fat),"songmi, mouse songmi, raw",119,21,3,0.5,38.1
meat (low fat),"surprise, raw",107,19.2,2.8,0,41.7
meat (low fat),"wrasse, love wrasse, raw",104,20.3,1.9,0,39.4
meat (low fat),"wrasse, dragon wrasse, raw",86,19.3,0.2,0.4,41.5
meat (low fat),"wrasse, yellow wrasse, raw",98,18.9,1.9,0.1,42.3
meat (low fat),"sea bass, raw",96,18.2,1.9,0.2,44.0
meat (low fat),"sea bass, grilled",124,23.63,2.56,0,33.9
meat (low fat),"sea bass, perch, raw",127,18.5,5.2,0.4,43.2
meat (low fat),"Nuchi, raw",104,17.3,3,0.8,46.2
meat (low fat),"eyeball, raw",143,22.3,5.3,0,35.9
meat (low fat),"Blister, sachet, dried",342,58.6,5.4,11.1,13.7
meat (low fat),"grouper, raw",93,18.8,1.3,0.3,42.6
meat (low fat),"Dageumbari, raw",100,19.3,1.9,0.1,41.5
meat (low fat),"tuna, bluefin tuna, frozen",114,24.5,1,0.1,32.7
meat (low fat),"tuna, bluefin tuna, grilled",184,29.91,6.28,0,26.7
